sn,location_raw,latitude,longitude,PH,EC,TH,Ca,Mg,Na,K,CO3,HCO3,Cl,SO4,NO3,F,U_ppb,sample_date,NDVI,NDWI,Distance_to_Industry_km,Industrial_flag,hotspot_label,rain_actual_24h,rain_normal_24h,rain_pdn
914.0,Tirunelveli Nelliappar temple,8.7281,77.6883,7.4,1399.0,230.0,44.0,29.0,114.0,91.0,0.0,177.0,184.0,77.0,77.0,0.66,0.72,2022-05-01,0.537,-0.002,13.29,0,2,4.8,21.9,-78.08
915.0,Tirunelveli Ngo A Colony dw,8.6911,77.7383,7.2,1440.0,400.0,76.0,51.0,113.0,0.0,0.0,354.0,206.0,102.0,22.0,0.52,1.56,2022-05-01,0.387,0.041,18.23,0,1,0.8,8.7,-90.8
916.0,Tirunelveli P.chatram,9.1183,77.6125,7.0,3270.0,1080.0,248.0,112.0,124.0,0.0,0.0,464.0,553.0,161.0,74.0,0.41,11.65,2022-05-01,0.486,0.029,31.2,0,2,8.2,24.1,-65.98
917.0,Tirunelveli Palayamkottai,8.7333,77.7333,7.1,2760.0,720.0,104.0,112.0,313.0,39.0,0.0,561.0,525.0,128.0,71.0,0.65,2.63,2022-05-01,0.405,0.526,13.63,0,2,2.6,12.5,-79.2
918.0,Tirunelveli Panpoli,9.0167,77.2528,7.6,1430.0,340.0,52.0,51.0,114.0,56.0,0.0,403.0,128.0,68.0,46.0,0.48,1.4,2022-05-01,0.306,0.358,20.86,0,2,0.4,11.8,-96.61
919.0,Tirunelveli Papanasam1,8.7111,77.3681,7.1,696.0,110.0,32.0,7.0,28.0,28.0,0.0,110.0,57.0,54.0,2.0,0.13,0.0,2022-05-01,0.764,0.006,27.1,0,0,7.2,6.2,16.13
920.0,Tirunelveli Poothatan Kudieruppu dw,8.5783,77.5603,7.5,3260.0,990.0,112.0,173.0,247.0,64.0,0.0,476.0,596.0,243.0,64.0,0.98,8.7,2022-05-01,0.635,0.208,33.15,0,2,15.7,14.7,6.8
921.0,Tirunelveli R.Pattinam,8.9256,77.3542,7.0,1562.0,640.0,92.0,100.0,64.0,27.0,0.0,329.0,284.0,46.0,40.0,1.33,2.04,2022-05-01,0.198,0.331,22.43,0,1,11.3,7.2,56.94
922.0,Tirunelveli Radhapuram1,8.2667,77.6847,7.1,430.0,225.0,44.0,28.0,17.0,5.0,0.0,159.0,71.0,19.0,5.0,0.23,0.43,2022-05-01,0.708,-0.042,51.66,0,0,6.3,10.0,-37.0
923.0,Tirunelveli Rajapathi OW,8.8517,77.7696,7.4,3850.0,830.0,128.0,124.0,220.0,2.0,0.0,177.0,695.0,236.0,30.0,1.67,2.61,2022-05-01,0.441,0.518,8.96,0,2,13.1,11.3,15.93
924.0,Tirunelveli Ramakrishnapuram OW,8.4849,77.7964,7.4,1890.0,460.0,120.0,39.0,166.0,0.0,0.0,220.0,397.0,74.0,5.0,0.84,3.87,2022-05-01,0.726,0.463,42.01,0,1,4.6,21.2,-78.3
925.0,Tirunelveli Sankarankoil1,9.2083,77.5583,7.0,2300.0,780.0,36.0,168.0,63.0,3.0,0.0,366.0,333.0,9.0,62.0,0.67,3.62,2022-05-01,0.66,0.254,42.56,0,2,0.3,22.5,-98.67
926.0,Tirunelveli Sankarankoil2,9.2083,77.5583,7.1,1152.0,360.0,84.0,36.0,35.0,3.0,0.0,293.0,128.0,15.0,29.0,0.59,0.26,2022-05-01,0.398,0.577,42.56,0,1,15.3,11.0,39.09
927.0,Tirunelveli Seetharappanallur,8.7939,77.6018,7.2,4560.0,1080.0,168.0,160.0,483.0,28.0,0.0,488.0,1014.0,96.0,70.0,0.73,13.63,2022-05-01,0.116,0.192,11.38,0,2,12.5,22.2,-43.69
928.0,Tirunelveli Sencottai,8.9722,77.2528,7.4,993.0,240.0,44.0,32.0,62.0,17.0,0.0,232.0,128.0,8.0,2.0,0.21,0.81,2022-05-01,0.288,0.589,16.62,0,0,15.2,22.1,-31.22
929.0,Tirunelveli Sivagiri,9.3403,77.4278,7.1,2120.0,410.0,44.0,73.0,108.0,154.0,0.0,586.0,177.0,45.0,19.0,1.26,0.65,2022-05-01,0.479,0.368,43.86,0,1,0.8,20.3,-96.06
930.0,Tirunelveli Sivagiri OW,9.34,77.4383,7.3,1521.0,590.0,104.0,80.0,76.0,1.0,0.0,573.0,156.0,75.0,58.0,0.64,1.71,2022-05-01,0.543,0.344,43.51,0,2,16.7,7.9,111.39
931.0,Tirunelveli Sivalarkulam OW,8.8693,77.5294,7.4,915.0,310.0,40.0,51.0,88.0,13.0,0.0,439.0,78.0,24.0,1.0,1.78,0.25,2022-05-01,0.281,0.016,17.87,0,2,12.4,18.8,-34.04
932.0,Tirunelveli Syed Beedi Company,8.7322,77.7131,7.4,623.0,330.0,64.0,41.0,17.0,17.0,0.0,329.0,43.0,48.0,7.0,0.61,0.3,2022-05-01,0.198,0.517,13.11,0,0,11.3,23.9,-52.72
933.0,Tirunelveli Tachchnallur,8.7458,77.7,7.0,1676.0,610.0,112.0,80.0,68.0,0.0,0.0,378.0,291.0,61.0,32.0,1.54,1.87,2022-05-01,0.684,0.199,11.39,0,2,12.5,18.7,-33.16
934.0,Tirunelveli Taruvai,8.6667,77.6806,7.3,1818.0,870.0,140.0,126.0,66.0,13.0,0.0,281.0,390.0,157.0,68.0,0.91,3.83,2022-05-01,0.789,0.014,20.12,0,2,17.3,11.6,49.14
935.0,Tirunelveli Tenkasi OW,8.9633,77.3115,7.3,3120.0,760.0,148.0,95.0,148.0,35.0,0.0,476.0,447.0,100.0,61.0,0.5,3.87,2022-05-01,0.468,-0.091,20.41,0,2,11.7,15.0,-22.0
936.0,Tirunelveli TenkasiPZ,9.0317,77.2717,7.3,639.0,335.0,68.0,40.0,18.0,12.0,0.0,244.0,57.0,47.0,39.0,0.8,0.0,2022-05-01,0.22,0.292,23.32,0,1,11.6,17.9,-35.2
937.0,Tirunelveli Therkuvalliyur OW,8.3331,77.624,7.4,3090.0,750.0,116.0,112.0,228.0,218.0,0.0,366.0,603.0,223.0,76.0,1.28,4.48,2022-05-01,0.291,0.269,57.59,0,2,19.8,15.2,30.26
938.0,Tirunelveli Thiraviyarnagar,8.8769,77.3458,7.3,718.0,230.0,48.0,27.0,23.0,15.0,0.0,171.0,50.0,77.0,32.0,0.69,0.41,2022-05-01,0.113,0.404,20.08,0,1,15.1,7.4,104.05
939.0,Tirunelveli Tirunelveli1,8.7056,77.7222,7.2,1072.0,240.0,48.0,29.0,72.0,30.0,0.0,183.0,170.0,67.0,12.0,1.56,0.76,2022-05-01,0.74,0.523,16.21,0,2,8.8,11.2,-21.43
940.0,Tirunelveli Tiruvembalapuram,8.2542,77.7583,7.28,2660.0,780.0,168.0,87.0,233.0,11.0,0.0,415.0,539.0,120.0,58.0,0.7,5.35,2022-05-01,0.182,-0.044,43.38,0,2,14.1,21.0,-32.86
941.0,Tirunelveli Udayattur A/B OW,8.2325,77.7206,7.27,3510.0,1170.0,300.0,102.0,281.0,18.0,0.0,354.0,893.0,122.0,20.0,1.35,5.91,2022-05-01,0.504,0.412,47.06,0,2,7.8,22.2,-64.86
942.0,Tirunelveli Uvari,8.2867,77.8939,7.5,832.0,300.0,72.0,29.0,42.0,45.0,0.0,317.0,92.0,48.0,14.0,0.21,0.54,2022-05-01,0.292,0.031,30.22,0,0,4.6,7.7,-40.26
943.0,Tirunelveli Valliyoor,8.3556,77.6583,7.5,1183.0,480.0,96.0,58.0,83.0,35.0,0.0,317.0,142.0,128.0,65.0,0.82,2.95,2022-05-01,0.488,0.501,54.74,0,2,11.9,24.0,-50.42
944.0,Tirunelveli Valliyur,8.3861,77.6167,7.7,2620.0,660.0,164.0,61.0,250.0,27.0,0.0,634.0,404.0,194.0,61.0,0.94,5.8,2022-05-01,0.556,0.473,51.87,0,2,18.6,11.6,60.34
945.0,Tirunelveli Vannikonendal,8.6611,77.625,7.2,2810.0,640.0,148.0,66.0,207.0,1.0,0.0,427.0,383.0,252.0,56.0,0.56,8.02,2022-05-01,0.681,0.279,21.91,0,2,18.6,18.2,2.2
946.0,Tirunelveli Vasudevanallur2,9.2417,77.4083,7.2,945.0,310.0,56.0,41.0,23.0,3.0,0.0,232.0,50.0,46.0,33.0,1.43,0.85,2022-05-01,0.244,0.397,51.11,0,1,6.8,20.0,-66.0
947.0,Tirunelveli Virasikhamani OW,9.0919,77.4447,6.9,786.0,310.0,56.0,41.0,24.0,19.0,0.0,171.0,135.0,21.0,56.0,0.4,0.12,2022-05-01,0.108,0.12,38.33,0,2,10.6,21.2,-50.0
948.0,Tiruppur Arugampalayam,11.1247,77.4644,7.19,10580.0,1180.0,240.0,141.0,1896.0,20.0,0.0,519.0,2513.0,1115.0,34.0,1.09,3.04,2022-05-01,0.196,0.23,21.67,0,2,4.2,23.9,-82.43
949.0,Tiruppur Avinashi1,11.1847,77.275,7.48,458.0,200.0,40.0,24.0,27.0,10.0,0.0,134.0,71.0,66.0,8.0,0.12,0.12,2022-05-01,0.73,0.475,15.08,0,0,19.9,11.3,76.11
950.0,Tiruppur Kaniyur,10.6083,77.3833,7.2,1529.0,490.0,96.0,61.0,121.0,30.0,0.0,317.0,213.0,173.0,16.0,0.54,1.2,2022-05-01,0.712,0.221,48.73,0,1,19.6,22.2,-11.71
951.0,Tiruppur Karamadai,11.2458,77.2125,7.36,1650.0,500.0,120.0,49.0,141.0,35.0,0.0,567.0,220.0,89.0,9.0,1.6,2.17,2022-05-01,0.518,0.15,8.43,0,2,13.0,7.6,71.05
952.0,Tiruppur Karattoluvu,10.6236,77.375,7.29,1946.0,480.0,104.0,54.0,211.0,65.0,0.0,506.0,241.0,192.0,2.0,0.77,2.46,2022-05-01,0.52,0.246,47.85,0,1,16.1,19.1,-15.71
953.0,Tiruppur KaravallurPZ,11.2894,77.1692,7.42,3620.0,910.0,108.0,156.0,333.0,18.0,0.0,549.0,632.0,290.0,69.0,1.58,14.12,2022-05-01,0.566,0.48,8.5,0,2,14.3,19.8,-27.78
954.0,Tiruppur Kasipalayam (T),11.1156,77.3858,7.22,4350.0,1240.0,168.0,199.0,305.0,97.0,0.0,531.0,994.0,56.0,78.0,0.9,6.14,2022-05-01,0.223,0.135,13.54,0,2,11.9,18.6,-36.02
955.0,Tiruppur Kettanur,10.9153,77.2611,7.47,2450.0,650.0,112.0,90.0,202.0,105.0,0.0,732.0,341.0,160.0,1.0,1.14,3.36,2022-05-01,0.74,0.022,14.71,0,1,1.1,10.0,-89.0
956.0,Tiruppur Kumaralingam,10.4917,77.35,6.88,283.0,120.0,28.0,12.0,6.0,3.0,0.0,79.0,36.0,23.0,1.0,0.4,0.24,2022-05-01,0.393,0.398,50.84,0,0,9.1,22.5,-59.56
957.0,Tiruppur Nachipalayam,11.0833,77.4458,7.5,2880.0,710.0,104.0,109.0,287.0,13.0,0.0,512.0,433.0,242.0,197.0,1.06,4.38,2022-05-01,0.368,0.478,18.23,0,2,13.5,8.4,60.71
958.0,Tiruppur Odakadu,11.1117,77.3342,7.44,1634.0,500.0,116.0,51.0,137.0,9.0,0.0,476.0,114.0,147.0,165.0,0.09,87.61,2022-05-01,0.463,-0.03,9.1,0,2,13.6,6.1,122.95
959.0,Tiruppur Palavanchipalayam pz,11.0689,77.3519,7.05,2290.0,690.0,140.0,83.0,166.0,5.0,0.0,476.0,426.0,143.0,4.0,1.44,8.28,2022-05-01,0.133,0.068,7.76,0,1,7.5,19.3,-61.14
960.0,Tiruppur Palladam,10.9958,77.2778,7.42,1737.0,690.0,128.0,90.0,88.0,16.0,0.0,378.0,277.0,155.0,1.0,0.62,3.44,2022-05-01,0.216,-0.001,5.58,0,1,18.8,14.5,29.66
961.0,Tiruppur Periyapatti,10.7583,77.2708,7.21,1513.0,680.0,176.0,58.0,33.0,5.0,0.0,354.0,249.0,86.0,5.0,0.43,4.41,2022-05-01,0.617,0.144,31.91,0,1,3.3,22.0,-85.0
962.0,Tiruppur Pongalur1,11.2958,77.1319,7.68,1542.0,460.0,88.0,58.0,128.0,23.0,0.0,323.0,220.0,204.0,3.0,0.8,16.4,2022-05-01,0.158,0.215,12.31,0,1,10.0,12.7,-21.26
963.0,Tiruppur Rengagoundanpalayam pz,11.0697,77.3844,7.26,1880.0,520.0,88.0,73.0,156.0,22.0,0.0,317.0,270.0,148.0,165.0,0.3,3.17,2022-05-01,0.522,0.424,11.25,0,2,13.8,8.4,64.29
964.0,Tiruppur Tiruppur Agraharam,11.1253,77.4133,7.34,4840.0,980.0,208.0,112.0,501.0,31.0,0.0,799.0,895.0,49.0,9.0,0.13,7.46,2022-05-01,0.272,0.356,16.68,0,2,13.9,21.7,-35.94
965.0,Tiruppur Tiruppur1,11.1014,77.3542,7.45,1710.0,500.0,84.0,71.0,220.0,7.0,0.0,451.0,256.0,248.0,45.0,1.21,2.61,2022-05-01,0.373,0.335,9.79,0,1,13.0,16.0,-18.75
966.0,Tiruppur Udumalpet1,10.5833,77.2472,7.5,828.0,240.0,48.0,29.0,65.0,32.0,0.0,244.0,114.0,75.0,4.0,0.45,0.01,2022-05-01,0.302,0.147,51.48,0,0,5.5,8.8,-37.5
967.0,Tiruppur Weekly Market,11.0881,77.3431,7.39,1850.0,420.0,56.0,68.0,244.0,54.0,0.0,537.0,263.0,210.0,79.0,1.56,2.04,2022-05-01,0.349,0.489,7.91,0,2,3.1,19.4,-84.02
968.0,Tiruvallur KODUR,13.3196,80.1709,7.52,1085.0,340.0,68.0,41.0,84.0,17.0,0.0,305.0,135.0,30.35,6.0,0.52,1.76,2022-05-01,0.603,0.23,13.38,0,0,12.7,15.2,-16.45
969.0,Tiruvallur NALLUR,13.2198,80.1605,7.55,862.0,260.0,36.0,41.0,49.0,18.0,0.0,98.0,156.0,35.0,17.0,0.24,0.18,2022-05-01,0.308,0.585,23.46,0,0,12.0,17.1,-29.82
970.0,Tiruvallur Agoor,13.1897,12.9197,7.53,950.0,340.0,80.0,85.0,85.0,16.0,0.0,268.0,355.0,12.0,10.0,1.69,0.91,2022-05-01,0.496,0.344,7033.06,0,2,3.6,14.2,-74.65
971.0,Tiruvallur Alamadhi,13.2042,80.1169,7.44,1074.0,200.0,64.0,10.0,88.0,14.0,0.0,403.0,64.0,12.0,2.0,0.65,6.09,2022-05-01,0.433,-0.012,27.29,0,0,14.1,21.6,-34.72
972.0,Tiruvallur Ambattur,13.1186,80.1547,7.5,905.0,330.0,48.0,46.0,46.0,16.0,0.0,125.0,184.0,28.0,22.0,0.76,0.25,2022-05-01,0.565,0.373,32.51,0,1,9.1,21.6,-57.87
973.0,Tiruvallur Andersonpet,13.0625,79.8625,7.62,1265.0,260.0,76.0,17.0,183.0,18.0,0.0,610.0,121.0,9.0,2.0,0.72,0.6,2022-05-01,0.756,0.128,13.73,0,0,13.4,19.2,-30.21
974.0,Tiruvallur Arani,13.3345,80.0846,7.62,1330.0,360.0,72.0,44.0,127.0,3.0,0.0,427.0,128.0,92.0,2.0,0.54,10.81,2022-05-01,0.613,0.38,20.1,0,0,16.7,7.1,135.21
975.0,Tiruvallur Attipattu,13.2625,80.2903,7.4,2790.0,390.0,84.0,97.0,282.0,31.0,0.0,214.0,540.0,360.0,2.0,1.11,5.78,2022-05-01,0.25,-0.051,17.25,0,1,3.4,21.8,-84.4
976.0,Tiruvallur Avadi OW,13.1306,80.1081,7.47,670.0,400.0,84.0,12.0,27.0,16.0,0.0,122.0,99.0,90.0,1.0,0.81,2.1,2022-05-01,0.122,0.022,29.32,0,0,0.4,18.4,-97.83
977.0,Tiruvallur Balapuram (Veeramangalam),13.1531,79.3825,7.41,620.0,160.0,44.0,44.0,53.0,17.0,0.0,183.0,148.0,42.0,15.0,1.38,0.02,2022-05-01,0.284,0.499,22.6,0,1,15.6,18.9,-17.46
978.0,Tiruvallur Chozambedu (Tirumullaivayal),13.1203,80.1364,7.44,6300.0,1120.0,152.0,180.0,840.0,32.0,0.0,720.0,860.0,970.0,6.0,0.72,5.26,2022-05-01,0.517,0.059,30.99,0,2,12.2,12.3,-0.81
979.0,Tiruvallur Elavur,13.4626,80.1173,7.54,580.0,180.0,36.0,22.0,41.0,4.0,0.0,73.0,92.0,85.0,13.0,0.12,0.7,2022-05-01,0.136,0.486,15.57,0,0,14.0,22.6,-38.05
980.0,Tiruvallur Enambakkam,13.2867,80.0,7.43,1180.0,340.0,64.0,36.0,131.0,14.0,0.0,183.0,185.0,198.0,2.0,0.92,3.67,2022-05-01,0.447,0.095,30.86,0,0,16.8,19.5,-13.85
981.0,Tiruvallur GOONIPALAYAM,13.2789,79.8508,7.5,780.0,300.0,60.0,27.0,45.0,14.0,0.0,137.0,158.0,48.0,3.0,0.49,0.46,2022-05-01,0.518,0.35,32.67,0,0,16.1,7.3,120.55
982.0,Tiruvallur Gummidipoondi,13.4,80.1333,7.47,1550.0,680.0,112.0,58.0,56.0,39.0,0.0,201.0,263.0,95.0,27.0,0.81,1.38,2022-05-01,0.334,0.386,12.82,0,1,19.2,13.2,45.45
983.0,Tiruvallur Kaddapakkam,13.2023,80.2459,7.33,2330.0,330.0,32.0,61.0,352.0,54.0,0.0,281.0,525.0,202.0,33.0,0.72,0.91,2022-05-01,0.64,0.259,23.29,0,1,10.7,22.7,-52.86
984.0,Tiruvallur Kanakammachatrm,13.2083,79.75,7.79,3130.0,340.0,76.0,36.0,534.0,2.0,0.0,439.0,703.0,129.0,1.0,0.6,2.5,2022-05-01,0.175,0.114,22.08,0,2,9.8,5.9,66.1
985.0,Tiruvallur Kathavur,13.1792,80.0644,7.0,1500.0,620.0,104.0,88.0,86.0,26.0,0.0,415.0,292.0,92.0,11.0,0.65,6.85,2022-05-01,0.153,0.049,30.33,0,0,8.0,24.2,-66.94
986.0,Tiruvallur Kottaiyur,13.0008,79.8661,7.05,1240.0,305.0,48.0,11.0,210.0,17.0,0.0,183.0,228.0,180.0,15.0,0.92,8.26,2022-05-01,0.61,-0.077,7.78,0,0,3.1,18.6,-83.33
987.0,Tiruvallur Kovilpathagai,13.1428,80.0969,7.26,2620.0,520.0,128.0,49.0,232.0,44.0,0.0,561.0,305.0,55.0,90.0,0.56,4.14,2022-05-01,0.447,0.113,29.4,0,2,11.5,17.6,-34.66
988.0,Tiruvallur Krishnasamudram OW,13.3344,79.4397,7.52,1756.0,160.0,20.0,109.0,132.0,32.0,0.0,189.0,320.0,205.0,32.0,1.38,52.49,2022-05-01,0.582,0.357,15.59,0,1,5.5,10.4,-47.12
989.0,Tiruvallur Mepperu,13.0292,80.08,7.16,1270.0,360.0,40.0,63.0,129.0,15.0,0.0,378.0,156.0,165.0,3.0,0.24,4.52,2022-05-01,0.404,0.557,20.31,0,0,18.4,10.0,84.0
990.0,Tiruvallur Mettukandigai,13.0667,79.9667,7.56,3360.0,1030.0,260.0,92.0,263.0,2.0,0.0,403.0,689.0,245.0,10.0,1.08,21.62,2022-05-01,0.272,0.51,14.13,0,2,11.7,23.8,-50.84
991.0,Tiruvallur Minjur dw,13.2703,80.2631,7.07,1654.0,570.0,128.0,61.0,174.0,8.0,0.0,366.0,348.0,123.0,1.0,0.78,3.84,2022-05-01,0.673,0.436,15.82,0,1,11.9,11.0,8.18
992.0,Tiruvallur Nandiambakkam,13.2667,80.2792,7.4,875.0,430.0,72.0,61.0,52.0,3.0,0.0,244.0,135.0,113.0,2.0,0.24,3.88,2022-05-01,0.66,0.452,16.5,0,0,7.1,20.5,-65.37
993.0,Tiruvallur NEDAMBARAM,13.2197,79.7303,7.61,940.0,630.0,72.0,24.0,68.0,16.0,0.0,232.0,71.0,125.0,14.0,1.32,0.72,2022-05-01,0.586,0.365,19.66,0,1,1.0,12.9,-92.25
994.0,Tiruvallur Padiyanallur,13.2042,80.1792,7.38,878.0,380.0,80.0,44.0,51.0,2.0,0.0,342.0,121.0,48.0,15.0,1.08,77.42,2022-05-01,0.291,0.082,24.31,0,1,0.6,7.8,-92.31
995.0,Tiruvallur Palavakkam (T),11.4158,80.13,7.4,1030.0,340.0,88.0,29.0,76.0,33.0,0.0,451.0,92.0,15.0,56.0,0.3,7.59,2022-05-01,0.513,0.535,55.93,0,2,8.5,5.2,63.46
996.0,Tiruvallur Panapakkam,13.2983,80.5597,8.11,996.0,260.0,64.0,63.0,41.0,13.0,0.0,201.0,121.0,180.0,3.0,0.25,2.72,2022-05-01,0.353,0.37,36.81,0,0,1.7,15.9,-89.31
997.0,Tiruvallur Pappanchatram,13.0314,80.0389,7.48,1520.0,530.0,40.0,105.0,104.0,9.0,0.0,305.0,256.0,128.0,15.0,0.97,4.43,2022-05-01,0.164,0.292,16.44,0,1,12.1,24.5,-50.61
998.0,Tiruvallur Pattabiram,13.1211,80.0617,7.68,2240.0,280.0,10.0,62.0,413.0,16.0,0.0,878.0,252.0,187.0,6.0,0.39,9.19,2022-05-01,0.742,-0.022,24.99,0,1,17.6,12.4,41.94
999.0,Tiruvallur Periyapalyam,13.3125,80.05,7.47,1425.0,310.0,60.0,39.0,180.0,30.0,0.0,500.0,192.0,11.5,48.0,0.42,8.36,2022-05-01,0.196,0.213,24.62,0,2,17.7,12.1,46.28
1000.0,Tiruvallur PLACEPALAYAM,13.2783,79.7703,7.45,325.0,380.0,48.0,15.0,3.0,15.0,0.0,104.0,57.0,42.0,1.0,0.57,2.85,2022-05-01,0.765,0.222,23.76,0,0,13.2,11.9,10.92
1001.0,Tiruvallur Ponneri dw,13.3419,80.1892,7.58,945.0,290.0,76.0,24.0,94.0,9.0,0.0,293.0,121.0,72.0,10.0,0.3,29.25,2022-05-01,0.412,0.505,10.18,0,0,4.2,15.4,-72.73
1002.0,Tiruvallur Pulal,13.1667,80.2125,7.49,750.0,280.0,48.0,39.0,73.0,2.0,0.0,159.0,99.0,142.0,1.0,1.26,1.02,2022-05-01,0.23,0.283,27.52,0,1,17.3,13.8,25.36
1003.0,Tiruvallur Pulicat,13.4158,80.3139,7.57,2690.0,300.0,60.0,36.0,367.0,178.0,0.0,634.0,376.0,218.0,3.0,0.9,12.59,2022-05-01,0.479,0.166,7.31,0,1,17.7,22.6,-21.68
1004.0,Tiruvallur Redhills,13.1906,80.1858,7.18,540.0,240.0,88.0,5.0,38.0,17.0,0.0,244.0,78.0,12.0,11.0,0.1,1.04,2022-05-01,0.711,0.584,25.54,0,0,3.9,15.1,-74.17
1005.0,Tiruvallur Sangaibedu,13.3298,80.2977,7.79,3390.0,340.0,84.0,32.0,642.0,156.0,0.0,1000.0,476.0,282.0,39.0,0.84,9.6,2022-05-01,0.613,-0.022,10.66,0,2,14.7,15.2,-3.29
1006.0,Tiruvallur SHOLAVARAM 13 13 52 80 10 9 7.38 910 375 10 85 28 13 0 424 78 10 3,0.72,4.99,,,,,,,,,,,,,,,2022-05-01,0.665,0.196,7945.49,0,0,5.7,7.8,-26.92
1007.0,Tiruvallur Tirumazhisai,13.0625,80.0625,7.24,1125.0,220.0,52.0,22.0,110.0,5.0,0.0,268.0,36.0,201.0,20.0,0.6,1.93,2022-05-01,0.561,-0.071,20.57,0,0,16.1,24.7,-34.82
1008.0,Tiruvallur Tirupalavanam,13.402,80.2485,7.44,3250.0,740.0,144.0,92.0,381.0,7.0,0.0,354.0,562.0,418.0,22.0,0.54,14.22,2022-05-01,0.585,0.418,1.12,1,2,19.9,10.0,99.0
1009.0,Tiruvallur Tiruttani,13.1875,79.6083,7.4,1240.0,410.0,84.0,49.0,130.0,3.0,0.0,354.0,234.0,102.0,4.0,1.02,5.26,2022-05-01,0.694,0.543,9.62,0,1,0.6,6.5,-90.77
1010.0,Tiruvallur Tiruvalangadu,13.125,79.7667,7.37,1681.0,600.0,92.0,90.0,144.0,4.0,0.0,634.0,199.0,142.0,32.0,0.84,10.81,2022-05-01,0.275,0.096,25.41,0,1,17.9,18.3,-2.19
1011.0,Tiruvallur Tiruvallur,13.1417,79.1417,7.44,2430.0,480.0,100.0,56.0,273.0,3.0,0.0,378.0,376.0,170.0,156.0,1.02,3.6,2022-05-01,0.443,0.501,47.89,0,2,12.5,16.9,-26.04
1012.0,Tiruvallur Tiruvellavoyal,13.3318,80.2791,7.6,1240.0,250.0,28.0,44.0,99.0,61.0,0.0,183.0,206.0,93.0,26.0,0.72,0.27,2022-05-01,0.255,0.105,9.55,0,1,19.5,13.3,46.62
1013.0,Tiruvallur Uthukottai1,13.3417,79.9083,7.43,1046.0,340.0,92.0,27.0,73.0,8.0,0.0,390.0,135.0,12.0,27.0,0.48,7.05,2022-05-01,0.791,0.538,38.53,0,1,9.3,13.4,-30.6
1014.0,Tiruvallur Valasai Vettikadu OW,13.035,79.9283,7.47,632.0,340.0,80.0,24.0,1.0,14.0,0.0,142.0,125.0,15.0,13.0,0.46,0.22,2022-05-01,0.761,0.428,9.5,0,0,16.9,20.7,-18.36
1015.0,Tiruvallur Veerapuram,13.1656,80.1178,7.24,960.0,560.0,96.0,78.0,7.0,14.0,0.0,317.0,185.0,36.0,2.0,0.78,7.21,2022-05-01,0.128,0.463,30.95,0,0,1.2,8.9,-86.52
1016.0,Tiruvallur Veeraraghapuram,13.2158,80.1319,7.2,1220.0,400.0,88.0,44.0,97.0,44.0,0.0,320.0,135.0,160.0,17.0,0.8,1.45,2022-05-01,0.594,-0.087,25.32,0,0,6.7,21.4,-68.69
1017.0,Tiruvallur Vellanur,13.1656,80.1178,7.06,705.0,360.0,56.0,54.0,15.0,14.0,0.0,210.0,171.0,12.0,17.0,0.62,0.66,2022-05-01,0.748,0.574,30.95,0,0,1.3,18.0,-92.78
1018.0,Tiruvallur Velliagram,13.3275,79.4228,7.31,830.0,290.0,76.0,44.0,21.0,13.0,0.0,244.0,78.0,88.0,9.0,0.81,7.95,2022-05-01,0.226,0.409,16.83,0,0,19.5,13.4,45.52
1019.0,Tiruvallur Vengal,13.2505,80.0099,7.46,630.0,240.0,48.0,29.0,46.0,3.0,0.0,207.0,92.0,32.0,27.0,0.18,2.07,2022-05-01,0.498,0.113,31.96,0,1,16.3,14.2,14.79
1020.0,Tiruvallur Voyalur,13.3071,80.2751,7.56,1220.0,270.0,56.0,32.0,103.0,22.0,0.0,220.0,185.0,102.0,3.0,0.48,0.4,2022-05-01,0.741,0.481,12.03,0,0,17.1,10.1,69.31
1021.0,Tiruvarur Mannargudi,10.6833,79.4667,7.38,1280.0,450.0,68.0,68.0,106.0,9.0,0.0,226.0,284.0,54.0,102.0,0.37,0.45,2022-05-01,0.124,0.097,30.03,0,2,18.8,20.0,-6.0
1022.0,Tiruvarur Nannilam,10.8875,79.6,7.6,840.0,360.0,68.0,46.0,32.0,3.0,0.0,256.0,121.0,67.0,8.0,0.37,1.26,2022-05-01,0.588,0.511,56.21,0,0,1.7,15.3,-88.89
1023.0,Tiruvarur Needamangalam,10.7458,79.4708,7.59,1281.0,400.0,52.0,66.0,114.0,7.0,0.0,439.0,185.0,70.0,2.0,0.71,2.92,2022-05-01,0.308,-0.021,34.93,0,0,7.7,11.4,-32.46
1024.0,Tiruvarur Pangal,10.7208,79.6417,7.4,4140.0,1130.0,92.0,219.0,380.0,87.0,0.0,476.0,895.0,199.0,66.0,0.98,13.3,2022-05-01,0.747,0.393,48.8,0,2,1.4,16.9,-91.72
1025.0,Tiruvarur Peralam,10.9606,79.5733,8.13,1179.0,240.0,20.0,46.0,176.0,2.0,0.0,323.0,199.0,78.0,3.0,1.0,7.87,2022-05-01,0.78,0.278,60.52,0,0,4.2,24.9,-83.13
1026.0,Tiruvarur Thillaivilagam,10.3708,79.5917,7.64,1075.0,300.0,52.0,41.0,111.0,22.0,0.0,366.0,142.0,70.0,40.0,0.07,1.6,2022-05-01,0.761,-0.032,41.51,0,1,4.6,13.7,-66.42
